jid,jname,jci
1040,随之谦,颜叔子夏，遨游仁宇。温良受福，不失其所。
1041,随之豫,梁柱坚固，子孙蕃盛。福喜盈积，终无祸悔。
1042,随之蛊,边鄙不宁，民狎于野。穑人成功，年岁大有。
1043,随之临,蜗牛鸣呴，呼求水潦。云雨大会，流成河海。
1044,随之观,志合意同，姬姜相从。佳偶在门，夫子悦喜。
1045,随之噬嗑,白马驳骝，更生不休。富有商人，利得如丘。
1046,随之贲,大姒夏禹，经启九道。各有攸处，民得安所。
1047,随之剥,甲戊己庚，随时转行。不失其心，得且安宁。唐季发愤，擒灭子婴。
1048,随之复,穆违百里，使孟历武。将帅袭战，败于淆石。
1049,随之无妄,茅如木居，与类相投。顾慕群旅，不离其巢。
1050,随之大畜,伯仲叔季，日暮寝寐。坐卧失明，丧其贝囊。
1051,随之颐,亡羊补牢，张氏失牛。骍驷奔走，鹄盗我鱼。
1052,随之大过,雀目燕颡，畏昏无光。思我狡童，不见子充。
1053,随之坎,人和出明，动作有光。运转休息，常乐允康。
1054,随之离,不胜私情，以利自婴。其室出孤，毁其良家。
1055,随之咸,称幸上令，媚悦于神。受福重重，子孙蕃功。
1056,随之恒,齐姜叔子，天命在位。实沈参墟，封为康侯。
1057,随之遁,遨游无患，出入安全，长受其欢，君子万年。
1058,随之大壮,被服文德，升入大麓。四门雍肃，登受大福。
1059,随之晋,负金怀玉，南归嘉国。蜂虿不螯，利入我室。
1060,随之明夷,日在阜颠，向昧为昏。小人成群，君子伤伦。
1061,随之家人,水火父母，先来鸣呴。泽高之上，从高而处。
1062,随之睽,东邻少女，为王长归。柔顺利贞，宜夫寿子。
1063,随之蹇,戴瓶望天，不见星辰。愿小失大，福逃于外。
1064,随之解,王乔不病，狗头不痛。三尸头履，乏我逆从。
1065,随之损,使燕筑室，身无庇宿。家不容车，微我衣服。
1066,随之益,威权分离，乌夜徘徊。争蔽月光，大人诛伤。
1067,随之夬,辩变白黑，巧言乱国。大人失福，君子迷惑。
1068,随之姤,衣锯甲铠，敝筐为具。大人不顾，少妇不取。弃捐于道。
1069,随之萃,燕雀衔泥，以生孚乳。兄弟六人，叫好孝悌。得心欢欣，和悦相乐。
1070,随之升,登几上舆，驾驷南游。合从散衡，燕秦以强。
1071,随之困,黯黯许许，仇偶相得。冰入炭室，消亡不息。
1072,随之井,鸱鸮破斧，邦人危殆。赖其忠德，转祸为福。倾亡复立。
1073,随之革,载金贩狗，利弃我走。藏匿渊渠，悔折为咎。
1074,随之鼎,渊坑复平，宇穴安宁。忧患解除，赖福长生。
1075,随之震,骊姬馋嬉，与二孽谋。谮我恭子，贼害忠孝。驾出喜门，商伯有害。
1076,随之艮,刺羊不当，血少无羹。女执空筐，不得采桑。
1077,随之渐,牧羊稻园，闻虎喧嚷。畏惧悚息，终无祸患。
1078,随之归妹,明德隐伏，麟凤远匿。周室倾侧，不知所息。
1079,随之丰,邻不我顾，而求玉女。身多秃癞，谁肯媚者。
1080,随之旅,处虽无舆，后得战车。赖幸逢福，不罹兵革。
1081,随之巽,水坏我里，东流为海。龟凫欢嚣，不睹王母。
1082,随之兑,两心不同，或欲西东。明论终始，莫适所从。
1083,随之涣,天地悬车，废礼不朝。禳服不制，失宠其家。
1084,随之节,交川合浦，远湿难处。水土不同，思吾皇祖。
1085,随之中孚,勾践之危，栖于会稽。太宰机言，越国复存。
1086,随之小过,慈鸟鸣鸠，执一无尤。寝门内治，军自悦喜。
1087,随之既济,富年早寡，孤与独居。鸡鸣犬吠，无敢问者。我生不遇，独罹寒苦。
1088,随之未济,江海变服，淫湎无测。高位颠崩，宠禄反覆。
1089,蛊之蛊,鲂生江淮，一转为百。周流天下，无有难恶。
1090,蛊之乾,首释与目，载受福庆。我有好爵，与善相迎。
1091,蛊之坤,＃＃＃＃，岁暮偏蔽。宠名捐弃，君衰去位。
1092,蛊之屯,折箬蔽日，屏遮王目。司马无良，平子没伤。
1093,蛊之蒙,家在海隅，绕旋深流。王孙单行，无妄以趋。固阴互寒，长冰不温。后入坠胎，大雹为害。
1094,蛊之需,执义秉德，不危不殆。延颈盘恒，安其室垣。屯耗未得，终无大恤。
1095,蛊之讼,长舌乱国，大斧破车。阴阳不顺，姬姜衰忧。
1096,蛊之师,二人共路，东趋西步。千里之外，不相知处。
1097,蛊之比,视暗不明，云蔽日光。不见子都，郑人心伤。
1098,蛊之小畜,初忧后喜，与福为市。八佾列陈，饮御嘉友。
1099,蛊之履,童妾独宿，长女未室，利无所得。
1100,蛊之泰,玄黄四塞，阴雌伏谋。呼为墙屋，为巫所识。
1101,蛊之否,中岁摧陨，常恐衰微。，老复赖庆，五羖为相。
1102,蛊之同人,伯氏杀牛，行悖天时。亳社夷烧，朝歌丘墟。
1103,蛊之大有,日短夜长，禄命不光。早离父兄，免见忧伤。
1104,蛊之谦,采唐深乡，徼期桑中。失心不会，忧思忡忡。
1105,蛊之豫,昧视无光，夜不见明。冥抵空床，季叶逃亡。
1106,蛊之随,举趾振翼，南至嘉国，见我伯姑，与惠相得。
1107,蛊之临,则天顺时，周流其墟。与乐并居，无有咎忧。
1108,蛊之观,虿室蜂户，螯我手足。不可进取，为我害咎。
1109,蛊之噬嗑,公孙驾骊，载游东齐。延陵悦产，遗季纻衣。
1110,蛊之贲,转作骊山，大失人心。刘季发怒，命灭子婴。
1111,蛊之剥,羊肠九萦，相推稍前。止须王孙，乃得上天。
1112,蛊之复,螮蝀充测，佞人倾惑。女遏横行，正壅道塞。
1113,蛊之无妄,福禄不遂，家多怪祟。麋鹿悲啼，思其大雄。
1114,蛊之大畜,云雷因积，大雨重叠，。久不见日，使我心悒。
1115,蛊之颐,三河俱合，水怒涌跌。坏我王室，民因无食。
1116,蛊之大过,旦雨夜行，早遍都城。更相覆倾，终无所成。三头两眠，不见其真。
1117,蛊之坎,褒后生蛇，经老育微。侧跌哀公，酒减黄离。
1118,蛊之离,鸿雁南飞，随时休息。转送天和，千岁不衰。
1119,蛊之咸,后时失利，不得所欲。莫享偕结，自逐自逐。
1120,蛊之恒,心多恨悔，出言为怪。枭鸣室北，丑声可恶。请谒不得。
1121,蛊之遁,四马过隙，时难再得。尼父孔圣，系而不食。
1122,蛊之大壮,阴变为阳，女化为男。治道得通，君臣相承。
1123,蛊之晋,昆仑源口，流行不止。龙门砥柱，民不安处。母归扶子，黄麋悦喜。
1124,蛊之明夷,葛藟蒙棘，华不得实。馋佞乱政，使恩壅塞。
1125,蛊之家人,公无长驱，天王骏马。非其当所，伤折为患。
1126,蛊之睽,大仓充盈，万物蕃盛，年岁熟荣。
1127,蛊之蹇,执簧照牺，为风所吹，火灭无光，不见玄黄。
1128,蛊之解,鸟反故巢，归其室家，心平意正，与叔相鸣。登高陨坠，失其宠贵。
1129,蛊之损,弩驰弓藏，良犬不烹。内无怨女，征夫在堂。
1130,蛊之益,牡牺孔博，日新其德。文君出猎，姜氏受福。
1131,蛊之夬,秋季孟冬，寒露霜降。大阴在庭，庶物不生。鸡鸣犬吠，家忧数惊。
1132,蛊之姤,心多恨悔，出门见怪。歹蛇三足，丑声可恶。嫫母为媒，请求不得。
1133,蛊之萃,虎豹争强，道闭不通。小人欢讼，贪天之功。
1134,蛊之升,鸡方啄粟，为狐所逐。走不得食，惶怖惕息。
1135,蛊之困,陈妫敬仲，兆兴齐姜。乃适营丘，八世大昌。
1136,蛊之井,昊天白日，照临我国。万民康宁，咸赖喜福。
1137,蛊之革,云梦大薮，嘉有所在。虞人共职，骊驹乐喜。
1138,蛊之鼎,獐鹿雉兔，群聚东国。芦黄白春，俱往逐追，九齚十得。主君有喜。
1139,蛊之震,得惠孔明，主君复章，保其室堂。
1140,蛊之艮,天之所坏，不可强支。众口嘈嘈，虽贵必危。
1141,蛊之渐,天之奥隅，尧舜所居。可以全身，保我邦家。
1142,蛊之归妹,下泉苞稂，十年九主。旬伯遇时，忧念周京。
1143,蛊之丰,江河海隅，众利聚居。可以遨游，卒岁无忧。
1144,蛊之旅,南山黄竹，三身六目。出入制命，东皇宣政。主尊君安，郑国无患。
1145,蛊之巽,重译置之，来除我忧。与喜俱居，同其福休。
1146,蛊之兑,南山高岗，麟凤室堂。含和履中，国无灾殃。
1147,蛊之涣,紫芝朱草，生长和气。公尸侑食，福禄来下。
1148,蛊之节,宫城室就，进乐相舞。英俊在堂，福禄光明。
1149,蛊之中孚,商之子孙，资无所有。贪贝逐狐，留连都市。还辕内乡，嘉喜何咎。
1150,蛊之小过,执贽入朝，献其狐裘。元戎燮安，妙漠以欢。
1151,蛊之既济,涌泉汩汩，南流不绝。洿为淮海，坏败邑里。
1152,蛊之未济,固阴冱寒，常冰不温。凌人惰殆，大雹为灾。
1153,临之临,弱水之西，有西王母。生不知老，与天相保。行者危殆，利居善喜。
1154,临之乾,黄獹生子，以戌为母。晋师在郊，虞公出走。
1155,临之坤,仓唐奉使，中山以孝。文侯悦嘉，击子征召。
1156,临之屯,机关不便，不能出言。精诚不通，为人所冤。
1157,临之蒙,白茅醴酒，灵巫拜祷。神嗜饮食，使君寿考。
1158,临之需,重瞳四乳，耳聪目明。普仁表圣，为作元辅。
1159,临之讼,水长无船，破城坏堤。大夫从役，一朝亡殒，不见少妻。
1160,临之师,二人俱行，各遗其囊。鸿鹄失珠，无以为明。
1161,临之比,随时转行，不失其常。咸乐厥类，身无咎殃。
1162,临之小畜,蔡女荡舟，为国患忧。褒后在侧，屏蔽王目，搔扰六国。
1163,临之履,驾龙骑虎，周遍天下。为神人使，西见王母，不忧危殆。
1164,临之泰,员怨之吴，画策阖闾。鞭平服荆，除大咎殃。威振敌国，还受上卿。
1165,临之否,唐邑之墟，晋人以居。虞叔受福，实沈是国，世载其乐。
1166,临之同人,管鲍相知，至德不离。三言相桓，齐国以安。
1167,临之大有,三十无室，长女独宿。心劳未得，忧在胸臆。
1168,临之谦,散涣水长，风吹我乡。火灭无光，隳败桓公。
1169,临之豫,蜎飞蠕动，各有配偶。小大相保，咸得其所。
1170,临之随,安乐几筵，未出王门。艮安震乐。艮几震筵，
1171,临之蛊,火生月窟，下土恩塞，抵乱我国。巽先天位西南
1172,临之观,长生无极，子孙千亿。柏柱载梁，坚国不倾。
1173,临之噬嗑,钦敬昊天，厯象星辰。宣授民时，阴阳和调。
1174,临之贲,三河俱合，水怒踊跃。坏我王屋，民困于食。
1175,临之剥,寿如松乔，与日月俱。常安康乐，不离祸忧。
1176,临之复,天之所与，福禄常在，不忧危殆。伏
1177,临之无妄,受谶六符，招摇室虚。虽跌无忧，保我命财。
1178,临之大畜,赍金贾车，失道后时，劳罢为忧。
1179,临之颐,华首山头，仙道所游。利以居止，长无咎忧。
1180,临之大过,采唐沬乡，要期桑中。失信不会，忧思约带。
1181,临之坎,人面鬼口，长舌为斧。斲破瑚琏，殷商绝后。
1182,临之离,临溪桥疚，虽恐不危，乐以笑歌。
1183,临之咸,洋洋沸溢，水泉为害，使我无赖。
1184,临之恒,蝗螟为贼，害我稼穑。秋饥于年，农夫鲜食。
1185,临之遯,八百诸侯，不期同时。慕西文德，兴我宗族，家门雍睦。
1186,临之大壮,长男少女，相向笑语。来欢致福，和悦乐喜。
1187,临之晋,平国不君，夏氏作乱。乌号窃发，灵公殒命。
1188,临之明夷,春多膏泽，夏润优渥。稼穑成熟，亩获百斛。
1189,临之家人,客宿卧寒，席蓐不安。行危为害，留止得欢。
1190,临之睽,乘桴浮海，虽惧不殆。母载其子，终焉何咎。
1191,临之蹇,手拙不便，不能伐檀。车无轴辕，行者苦难。
1192,临之解,唐虞相辅，鸟兽率舞。民安无事，国家富有。
1193,临之损,秋蛇向穴，不失其节。夫人姜氏，自齐复入。
1194,临之益,病笃难医，和不能治。命终永讫，下即蒿庐。
1195,临之夬,青蛉如云，城邑闭门。国君卫守，民困于患。
1196,临之姤,牙蘖生达，室堂启户。出入利贞，鼓翼起舞。
1197,临之萃,凫游江海，没行千里。以为死亡，复见空桑，长生乐乡。
1198,临之升,黄帝出游，驾龙乘马。东上泰山，南游齐鲁，邦国咸喜。
1199,临之困,履危不止，与鬼相视。惊恐失气，如骑虎尾。
1200,临之井,秋南春北，不失消息。涉和履中，时无隐匿。
1201,临之革,龙门砥柱，通利水道。百川顺流，民安其居。
1202,临之鼎,千岁庙堂，栋桡倾僵。天厌周德，失其宠光。
1203,临之震,折若蔽目，不见稚叔。三足孤鸟，远离室家。
1204,临之艮,望叔山北，陵隔我目。不见所得，使我心惑。
1205,临之渐,匏瓠之息，一亩千室。万国都邑，北门有福。
1206,临之归妹,域域牧牧，忧祸相伴。隔以岩山，室家分散。
1207,临之丰,骐骥騄耳，游食萍草。逍遥石门，循山上下，不失其所。
1208,临之旅,天所祚昌，文以为良。笃生武王，姬受其福。
1209,临之巽,羊肠九荣，相推稍前。止须王孙，乃能上天。
1210,临之兑,贫鬼守门，日破我盆。孤牝不驹，鸡不成雏。
1211,临之涣,饱食从容，入门上堂。不失其常，家无咎殃。
1212,临之节,阴淫不止，白马为海。皋泽之子，就高而处。
1213,临之中孚,执戈俱立，以备暴急。千人守门，因以益卑，终安何畏。
1214,临之小过,夹河为婚，水长无船。槌心失望，不见所欢。
1215,临之既济,阴阳变化，各得其宜。上下顺通，奏为肤功。
1216,临之未济,任劣德薄，失其臣妾。田不见禽，犬无所得。
1217,观之观,厯山之下，虞舜所处。躬耕至孝，名闻四海。为尧所荐，缵位天子。
1218,观之乾,蜎飞蠕动，各有所配。欢悦相迎，咸得其处。
1219,观之坤,继祀宗邑，追明成康。光照万国，享世久长。
1220,观之屯,秋冬探巢，不得鹊雏。衔指北去，媿我少姬。
1221,观之蒙,僮妾独宿，长女未室，利无所得。
1222,观之需,洪波逆流，至人潜处。蓬蒿代柱，大屋颠仆。
1223,观之讼,日闇不明，谗夫在堂。右臂疾痹，君失其光。
